# 2020-04-12 09:02:15 Translations: 866
Nr	Translated	Id	Translation	English
298	Y	network-details.routes	routes	routes
299	Y	network-details.situation-on	Situatie op	Situation on
300	Y	network-details.summary	Samenvatting	Summary
301	Y	network-details.tags	Tags	Tags
302	Y	network-details.title	Details	Details
303	Y	network-facts.checks-table.actual	Gevonden	Actual
304	Y	network-facts.checks-table.expected	Verwacht	Expected
305	Y	network-facts.checks-table.node	Knooppunt	Node
306	Y	network-facts.checks-table.title	integriteits controle resultaten	node integrity check failures
307	Y	network-facts.network-not-found	Netwerk niet gevonden	Network not found
308	Y	network-facts.no-facts	Geen feiten	No facts
309	Y	network-facts.node	Knooppunt:	Node:
310	Y	network-facts.nodes	Knooppunten:	Nodes:
311	Y	network-facts.route	Route:	Route:
312	Y	network-facts.routes	Routes:	Routes:
313	Y	network-facts.title	Feiten	Facts
314	Y	network-indicator.gray.text	Dit knooppunt is niet opgenomen als lid in de netwerk relatie. Dit is OK. Dit knooppunt moet behoren tot een ander netwerk, want alle routes naar dit knooppunt binnen dit netwerk hebben de rol "connection" in de netwerk relatie.	This node is not included as a member in the network relation. This is OK. This node must belong to a different network, because all routes to this node within this network have the role "connection" in the network relation.
315	Y	network-indicator.gray.title	OK - Niet opgenomen in netwerk relatie	OK - Not defined in network relation
316	Y	network-indicator.green.text	Dit knooppunt is opgenomen als lid in een netwerk relatie. Dit is wat we verwachten.	This node is included as a member in the network relation. This is what we expect.
317	Y	network-indicator.green.title	OK - Opgenomen in netwerk relatie	OK - Defined in network relation
318	Y	network-indicator.letter	N	N
319	Y	network-indicator.orange.text	Dit knooppunt is opgenomen als lid in een netwerk relatie. Dit is onverwacht omdat alle routes naar deze node de rol "connection" hebben. Dit zou betekenen dat dit knooppunt deel uitmaakt van een ander netwerk. We verwachten dat het knooppunt niet opgenomen wordt in de netwerk relatie, behalve wanneer het ook de rol "connection" meekrijgt.	This node is included as a member in the network relation. We did not expect this, because all routes to this node have role "connection". This would mean that the node is part of another network. We expect that the node is not included in the network relation, unless it receives the role "connection".
320	Y	network-indicator.orange.title	Overwacht - Opgenomen in netwerk relatie	Unexpected - Defined in network relation
321	Y	network-indicator.red.text	Dit knooppunt is niet opgenomen als lid in een netwerk relatie. Dit is niet OK. De conventie is om elk knooppunt op te nemen in een netwerk relatie. Een uitzondering is wanneer het knooppunt tot een ander netwerk behoort (alle routes naar dit knooppunt hebben de rol "connection" in de netwerk relatie), dan hoeft het knooppunt niet als lid in de netwerk relatie te worden toegevoegd. Het knooppunt kan wel toegevoegd worden, maar moet dan rol "connection" krijgen.	This node is not included as a member in the network relation. This is not OK. The convention is to include each node in the network relation. An exception is when the node belongs to another network (all routes to this node have role "connection" in the network relation), then the node does not have to be included as member in the network relation. The node can be added the network relation, but should get the role "connection" in that case.
322	Y	network-indicator.red.title	NOK - Niet opgenomen in netwerk relatie	NOK - Not defined in network relation
323	Y	network-map.title	Kaart	Map
324	Y	network-nodes.network-not-found	Netwerk niet gevonden	Network not found
325	Y	network-nodes.no-nodes	Geen netwerk knooppunten in netwerk	No network nodes in network
326	Y	network-nodes.no-routes	in geen enkele route	no routes
327	Y	network-nodes.table.analysis	Analyse	Analysis
328	Y	network-nodes.table.last-edit	Laatst bewerkt	Last edit
329	Y	network-nodes.table.node	Knooppunt	Node
330	Y	network-nodes.table.nr	Nr	Nr
331	Y	network-nodes.table.routes	Routes	Routes
332	Y	network-nodes.title	Knooppunten	Nodes
333	Y	network-page.menu.changes	Wijzigingen	Changes
334	Y	network-page.menu.details	Details	Details
335	Y	network-page.menu.facts	Feiten	Facts
336	Y	network-page.menu.map	Kaart	Map
337	Y	network-page.menu.nodes	Knooppunten	Nodes
338	Y	network-page.menu.routes	Routes	Routes
339	Y	network-routes.network-not-found	Netwerk niet gevonden	Network not found
340	Y	network-routes.no-routes	Geen netwerk routes in netwerk	No network routes in network
341	Y	network-routes.table.analysis	Analyse	Analysis
342	Y	network-routes.table.last-edit	Meest recent wijziging	Last edit
343	Y	network-routes.table.node	Route	Route
344	Y	network-routes.table.nr	Nr	Nr
345	Y	network-routes.title	Routes	Routes
346	Y	network-type.canoe	Kano	Canoe
347	Y	network-type.cycling	Fietsen	Cycling
348	Y	network-type.hiking	Wandelen	Hiking
349	Y	network-type.horse-riding	Ruiter	Horse riding
350	Y	network-type.inline-skating	Inline Skating	Inline Skating
351	Y	network-type.motorboat	Motorboot	Motorboat
352	Y	node-change.added-to-network	Toegevoegd aan netwerk	Added to network
353	Y	node-change.added-to-network-relation	Toegevoegd aan netwerkrelatie	Added to network relation
354	Y	node-change.added-to-route	Toegevoegd aan route	Added to route
355	Y	node-change.belongs-to-another-network	Dit knooppunt behoort tot een ander netwerk	This node belongs to another network
356	Y	node-change.lost-role-connection-in-network-relation	Dit knooppunt heeft niet langer de rol "connection" in de netwerk relatie	This node no longer has role "connection" in the network relation
357	Y	node-change.moved.less-than-1-meter	Het knooppunt is minder dan 1 meter verplaatst.	The node has moved less than 1 meter.
358	Y	node-change.moved.meters	Het knooppunt is meter verplaatst.	The node has moved meters.
359	Y	node-change.moved.note.1	Noot: De knooppunt positie wordt getoond zoals die was op	Note: Node position is shown as it was at
360	Y	node-change.moved.note.2	, de kaart achtergrond toont de toestand van vandaag.	, while the map background is shown as it is today.
361	Y	node-change.no-longer-belongs-to-another-network	Dit knooppunt behoort niet langer tot een ander netwerk	This node no longer belongs to another network
362	Y	node-change.received-role-connection-in-network-relation	Dit knooppunt kreeg rol "connection" in de netwerk relatie	This node received role "connection" in the network relation
363	Y	node-change.removed-from-network	Verwijderd uit netwerk	Removed from network
364	Y	node-change.removed-from-network-relation	Verwijderd uit netwerkrelatie van	Removed from network relation
365	Y	node-change.removed-from-route	Verwijderd uit route	Removed from route
366	Y	node-connection-indicator.blue.text	Dit knooppunt is een verbinding naar een ander netwerk. Alle routes naar dit knooppunt hebben de rol "connection" in de netwerkrelatie.	This node is a connection to another network. All routes to this node have the role "connection" in the network relation.
367	Y	node-connection-indicator.blue.title	OK - Verbinding	OK - Connection
368	Y	node-connection-indicator.gray.text	Dit knooppunt is geen verbinding naar een ander netwerk. Het knooppunt zou beschouwd worden als een verbinding naar een ander netwerk indien alle routes naar dit knooppunt de rol "connection" zouden hebben in de netwerk relatie.	This node is not a connection to another network. The node would have been considered as a connection to another network if all routes to this node within the network had role "connection" in the network relation.
369	Y	node-connection-indicator.gray.title	OK - Geen verbinding	OK - No connection
370	Y	node-connection-indicator.letter	V	C
371	Y	node-diffs-added.change-set-created	Nieuw in deze changeset.	Created in this changeset.
372	Y	node-diffs-added.change-set-existing	Bestaand knooppunt	Existing node
373	Y	node-diffs-added.change-set-updated	Aangepast in deze changeset.	Updated in this changeset.
374	Y	node-diffs-added.title	Toegevoegde knooppunten	Added network nodes
375	Y	node-diffs-removed.title	Verwijderde knooppunten	Removed network nodes
376	Y	node-diffs-updated.existing-node	Bestaand knooppunt	Existing node
377	Y	node-diffs-updated.node-changed	Knooppunt veranderd naar	Node change to
378	Y	node-diffs-updated.title	Gewijzigde knooppunten	Updated network nodes
379	Y	node.details-sidebar.tip	TIP: klik op de knooppunten en routes in de kaart om naar hun detail pagina te gaan.	TIP: click on other nodes or routes in the map to go to the details of these nodes or routes.
380	Y	node.facts	Feiten	Facts
381	Y	node.inactive	Dit knooppunt is niet meer actief.	This network node is not active anymore.
382	Y	node.last-updated	Laatst bewerkt	Last updated
383	Y	node.location	Locatie	Location
384	Y	node.location.none	Geen	None
385	Y	node.login-required	De details van de knooppunt wijzigingshistoriek zijn enkel beschikbaar voor OpenStreetMap leden, na .	The details of the node changes history is available to registered OpenStreetMap contributors only, after .
386	Y	node.menu.changes	Wijzigingen	Changes
387	Y	node.menu.details	Details	Details
388	Y	node.menu.map	Kaart	Map
389	Y	node.network-references.none	Geen	None
390	Y	node.network.integrity-check-failed	Onverwacht aantal routes (), verwacht:.	Integritycheck failed: expected routes, but found .
391	Y	node.network.integrity-check-ok	Verwacht aantal routes () klopt.	Expected number of routes () matches the number of routes found.
392	Y	node.network.network-member	Dit knooppunt is opgenomen in de netwerkrelatie.	This node is included as member in the networkrelation.
393	Y	node.network.not-network-member	Dit knooppunt is niet opgenomen in de netwerkrelatie.	This node is not included as member in the networkrelation.
394	Y	node.network.not-network-member-invalid	Dit knooppunt is niet opgenomen in de netwerkrelatie: de _""_ tag is niet van toepassing voor dit netwerk.	This node is not included as member in the networkrelation: the _""_ tag does not apply to this netwerk.
395	Y	node.network.role-connection	Dit knooppunt heeft de rol _"connection"_ in de netwerkrelatie.	This node has the role _"connection"_ in the networkrelation.
396	Y	node.networks	Netwerken	Networks
397	Y	node.node	netwerk knooppunt	network node
398	Y	node.node-not-found	Niet gevonden	Node not found
399	Y	node.orphan	Dit knooppunt behoort niet tot een knooppuntnetwerk (wees).	This network node does not belong to a known node network (orphan).
400	Y	node.orphan-route-references.none	Geen	None
401	Y	node.orphan-routes	Route wezen	Orphan routes
402	Y	node.situation-on	Situatie op	Situation on
403	Y	node.summary	Samenvatting	Summary
404	Y	node.tags	Tags	Tags
405	Y	node.title	Knooppunt	Node
406	Y	node.unchanged	(Niet gewijzigd)	(Unchanged)
407	Y	node.version	Versie	Version
408	Y	not-found.title	Niet gevonden	Not found
409	Y	osm-link.oath-clients	lijst van geauthoriseerde toepassingen	list of authorised applications
410	Y	overview-page.title	Overzicht in cijfers	Overview
411	Y	overview-table.comment	Commentaar	Comment
412	Y	overview-table.detail	Detail	Detail
413	Y	overview-table.total	Totaal	Total
414	Y	overview.total	Totaal	Total
415	Y	paginator.first-page-label	Eerste pagina	First page
416	Y	paginator.from	van	of
417	Y	paginator.items-per-page-label	Items per pagina	Items per page
418	Y	paginator.last-page-label	Laatste pagina	Last page
419	Y	paginator.next-page-label	Volgende pagina	Next page
420	Y	paginator.previous-page-label	Vorige pagina	Previous page
421	Y	plan.command.continue	Rechtdoor	Continue
422	Y	plan.command.continue.street	Rechtdoor op	Continue on
423	Y	plan.command.turn-left	Ga links af	Turn left
424	Y	plan.command.turn-left.street	Ga linksaf naar	Turn left onto
425	Y	plan.command.turn-right	Ga rechtsaf	Turn right
426	Y	plan.command.turn-right.street	Ga rechtsaf naar	Turn right onto
427	Y	plan.command.turn-sharp-left	Scherp linksaf	Sharp left
428	Y	plan.command.turn-sharp-left.street	Scherp linksaf naar	Sharp left onto
429	Y	plan.command.turn-sharp-right	Scherp rechtsaf	Sharp right
430	Y	plan.command.turn-sharp-right.street	Scherp rechtsaf naar	Sharp right onto
431	Y	plan.command.turn-slight-left	Houd links aan	Slight left
432	Y	plan.command.turn-slight-left.street	Houd links aan naar	Slight left onto
433	Y	plan.command.turn-slight-right	Houd rechts aan	Slight right
434	Y	plan.command.turn-slight-right.street	Houd rechts aan naar	Slight right onto
435	Y	plan.distance	Afstand	Distance
436	Y	plan.head	Ga richting	Head
437	Y	plan.heading.east	oost	east
438	Y	plan.heading.north	noord	north
439	Y	plan.heading.north-east	noord-oost	north-east
440	Y	plan.heading.north-west	noord-west	north-west
441	Y	plan.heading.south	zuiden	south
442	Y	plan.heading.south-east	zuid-oost	south-east
443	Y	plan.heading.south-west	zuid-westen	south-west
444	Y	plan.heading.west	westen	west
445	Y	plan.onto	naar	onto
446	Y	planner.appearance-options	Kaart opties	Map appearance options
447	Y	planner.compact	Compact	Compact
448	Y	planner.detailed	Detail	Detailed
449	Y	planner.export	Exporteren	Export
450	Y	planner.instructions	Instructies	Instructions
451	Y	planner.legend	Legende	Legend
452	Y	planner.map	Kaart	Map
453	Y	planner.pois.default	Standaard	Default
454	Y	planner.pois.enabled	Toon interessante punten	Show points of interest on the map
455	Y	planner.pois.enabled-disabled	(Aan/Uit)	(Enabled/Disabled)
456	Y	planner.pois.hide-all	Verberg alle	Hide all
457	Y	planner.pois.reset	Herstel standaard configuratie	Reset configuration to default
458	Y	planner.pois.show-all	Toon alle	Show all
459	Y	planner.pois.title	Interessante punten	Points of interest
460	Y	planner.pois.zoom-in	Zoem in om de icoontjes op de kaart te zien	Zoom in to see the icons on the map.
461	Y	planner.quality	Knooppunt en route kwaliteit	Node and route quality status
462	Y	planner.redo	Opnieuw doen	Redo
463	Y	planner.surface	Oppervlakte	Surface
464	Y	planner.survey	Datum laatste survey	Date last survey
465	Y	planner.title	Route planner	Route planner
466	Y	planner.undo	Ongedaan maken	Undo
467	Y	poi.alcohol	Alcohol	Alcohol
468	Y	poi.alpine-hut	Alpine hut	Alpine hut
469	Y	poi.american-football	Amerikaans voetbal	American football
470	Y	poi.apartment	Apartement	Apartment
471	Y	poi.arts-centre	Kunstencentrum	Arts centre
472	Y	poi.artwork	Kunstwerk	Artwork
473	Y	poi.atm	Geldautomaat	Atm
474	Y	poi.attraction	Attractie	Attraction
475	Y	poi.bakery	Bakkerij	Bakery
476	Y	poi.bank	Bank	Bank
477	Y	poi.bar	Bar	Bar
478	Y	poi.baseball	Baseball	Baseball
479	Y	poi.basketball	Basketbal	Basketball
480	Y	poi.bbq	BBQ	BBQ
481	Y	poi.beauty	Beauty	Beauty
482	Y	poi.bench	Zitbank	Bench
483	Y	poi.beverages	Dranken	Beverages
484	Y	poi.bicycle	Fietsen	Bicycle
485	Y	poi.bicycle-parking	Fietsparking	Bicycle parking
486	Y	poi.bicycle-rental	Fietsverhuur	Bicycle rental
487	Y	poi.biergarten	Biergarten	Biergarten
488	Y	poi.books-stationary	Papier en boekhandel	Books/stationary
489	Y	poi.buddhist-temple	Boeddhistische tempel	Buddhist temple
490	Y	poi.busstop	Bushalte	Bus stop
491	Y	poi.butcher	Slager	Butcher
492	Y	poi.cafe	Café	Cafe
493	Y	poi.campsite	Kampeerterrein	Camp site
494	Y	poi.car	Auto	Car
495	Y	poi.casino	Casino	Casino
496	Y	poi.castle	Kasteel	Castle
497	Y	poi.cemetery	Begraafplaats	Cemetery
498	Y	poi.chalet	Chalet	Chalet
499	Y	poi.cheese	Kaas	Cheese
500	Y	poi.chemist	Apotheker	Chemist
501	Y	poi.chocolate	Chocolade	Chocolate
502	Y	poi.church	Kerk	Church
503	Y	poi.cinema	Bioscoop	Cinema
504	Y	poi.clinic	Ziekenhuis	Clinic
505	Y	poi.clothes	Kledij	Clothes
506	Y	poi.coffee	Koffie	Coffee
507	Y	poi.confectionery	Snoep	Confectionery
508	Y	poi.copyshop	Kopieer winkel	Copyshop
509	Y	poi.cosmetics	Cosmetica	Cosmetics
510	Y	poi.cycling	Fietsen	Cycling
511	Y	poi.dairy	Zuivel	Dairy
512	Y	poi.defibrillator	Defibrillator	Defibrillator
513	Y	poi.deli	Deli	Deli
514	Y	poi.departmentstore	Warenhuis	Department store
515	Y	poi.detail.email	E-mail	E-mail
516	Y	poi.detail.facebook	Facebook	Facebook
517	Y	poi.detail.fax	Fax	Fax
518	Y	poi.detail.hollandsche-molen-database	Hollandsche Molen database	Hollandsche Molen database
519	Y	poi.detail.image	Afbeelding	Image
520	Y	poi.detail.mapillary	Mapillary	Mapillary
521	Y	poi.detail.molen-database	Molen database	Molen database
522	Y	poi.detail.none	Geen details beschikbaar	No details available
523	Y	poi.detail.onroerendErfgoed	Onroerend Erfgoed	Onroerend Erfgoed
524	Y	poi.detail.opengingHours	Openingsuren	Opening hours
525	Y	poi.detail.phone	Telefoon	Phone
526	Y	poi.detail.serviceHours	Diensten	Service times
527	Y	poi.detail.website	Web	Website
528	Y	poi.detail.wheelchair	Rolstoel	Wheelchair
529	Y	poi.detail.wikidata	Wikidata	Wikidata
530	Y	poi.detail.wikipedia	Wikipedia	Wikipedia
531	Y	poi.diy-hardware	Doe-het-zelf	DIY hardware
532	Y	poi.drinking-water	Drinkbaar water	Drinking water
533	Y	poi.ebike-charging	Ebike oplaadpunt	Ebike charging
534	Y	poi.embassy	Ambassade	Embassy
535	Y	poi.fastfood	Fast food	Fast food
536	Y	poi.firestation	Brandweer	Firestation
537	Y	poi.foodcourt	Eetgelegenheid	Food court
538	Y	poi.fuel	Tankstation	Fuel
539	Y	poi.gallery	Gallerij	Gallery
540	Y	poi.garden-centre	Tuincentrum	Garden centre
541	Y	poi.general	Algemeen	General
542	Y	poi.gift	Cadeau	Gift
543	Y	poi.golf	Golf	Golf
544	Y	poi.grocery	Kruidenierswinkel	Grocery
545	Y	poi.group.amenity	Voorziening	Amenity
546	Y	poi.group.foodshops	Voeding	Foodshops
547	Y	poi.group.hiking-biking	Wandelen/fietsen	Hiking/biking
548	Y	poi.group.landmarks	Herkenningspunten	Landmarks
549	Y	poi.group.places-to-stay	Verblijf	Places to stay
550	Y	poi.group.restaurants	Restaurants	Restaurants
551	Y	poi.group.shops	Winkels	Shops
552	Y	poi.group.sports	Sport	Sports
553	Y	poi.group.tourism	Tourisme	Tourism
554	Y	poi.guesthouse	Pension	Guest house
555	Y	poi.gymnastics	Gymnastiek	Gymnastics
556	Y	poi.hairdresser	Kapper	Hairdresser
557	Y	poi.heritage	Historisch erfgoed	Heritage
558	Y	poi.hindu-temple	Hindoe tempel	Hindu temple
559	Y	poi.historic	Historische bezienwaardigheid	Historic
560	Y	poi.hockey	Hockey	Hockey
561	Y	poi.horseracing	Paardenrennen	Horse racing
562	Y	poi.hospital	Hospitaal	Hospital
563	Y	poi.hostel	Herberg	Hostel
564	Y	poi.hotel	Hotel	Hotel
565	Y	poi.ice-cream	Ijs	Ice cream
566	Y	poi.icehockey	Ijshockey	Ice hockey
567	Y	poi.information	Informatie	Information
568	Y	poi.jewelry	Juwelen	Jewelry
569	Y	poi.kiosk	Kiosk	Kiosk
570	Y	poi.leather	Leder	Leather
571	Y	poi.library	Bibliotheek	Library
572	Y	poi.marketplace	Markt	Marketplace
573	Y	poi.monument-memorial	Monument	Monument
574	Y	poi.monumental-tree	Monumentale boom	Monumental tree
575	Y	poi.mosque	Moskee	Mosque
576	Y	poi.motel	Motel	Motel
577	Y	poi.museum	Museum	Museum
578	Y	poi.musical-instrument	Muziekinstrumenten	Musical instrument
579	Y	poi.musicschool	Muziekschool	Music school
580	Y	poi.optician	Optiek	Optician
581	Y	poi.organic	Biologisch	Organic
582	Y	poi.parking	Parkeerplaats	Parking
583	Y	poi.pets	Huisdieren	Pets
584	Y	poi.pharmacy	Apotheek	Pharmacy
585	Y	poi.phone	Telefoon	Phone
586	Y	poi.photo	Foto	Photo
587	Y	poi.picnic	Picnic	Picnic
588	Y	poi.place-of-worship	Gebedshuis	Place of worship
589	Y	poi.police	Politie	Police
590	Y	poi.postbox	Brievenbus	Post box
591	Y	poi.postoffice	Postkantoor	Post office
592	Y	poi.pub	Kroeg	Pub
593	Y	poi.restaurant	Restaurant	Restaurant
594	Y	poi.sauna	Sauna	Sauna
595	Y	poi.seafood	Zeevruchten	Seafood
596	Y	poi.shoes	Schoenen	Shoes
597	Y	poi.shoppingcentre	Shopping centrum	Shopping centre
598	Y	poi.soccer	Voetbal	Soccer
599	Y	poi.sportscentre	Sportcentrum	Sports centre
600	Y	poi.statue	Standbeeld	Statue
601	Y	poi.supermarket	Supermarkt	Supermarket
602	Y	poi.surfing	Surfen	Surfing
603	Y	poi.swimming	Zwemmen	Swimming
604	Y	poi.synagogue	Synagoge	Synagogue
605	Y	poi.taxi	Taxi	Taxi
606	Y	poi.tennis	Tennis	Tennis
607	Y	poi.textiles	Stoffen	Textiles
608	Y	poi.theatre	Theater	Theatre
609	Y	poi.themepark	Pretpark	Themepark
610	Y	poi.toilets	Toilet	Toilets
611	Y	poi.tourism	Tourisme	Tourism
612	Y	poi.toys	Speelgoed	Toys
613	Y	poi.travelagency	Reisbureau	Travelagency
614	Y	poi.university	Universiteit	University
615	Y	poi.viewpoint	Uitzichtpunt	Viewpoint
616	Y	poi.vineyard	Wijngaard	Vineyard
617	Y	poi.volleyball	Volleybal	Volleyball
618	Y	poi.watermill	Watermolen	Watermill
619	Y	poi.windmill	Windmolen	Windmill
620	Y	poi.wine	Wijn	Wine
621	Y	poi.zoo	Zoo	Zoo
622	Y	role-connection-indicator.blue.text	Dit knooppunt is een verbinding naar een ander netwerk. Het knooppunt heeft rol "connection" in de netwerkrelatie.	This node is a connection to another network. This node has role "connection" in the network relation.
623	Y	role-connection-indicator.blue.title	OK - Verbinding	OK - Connection
624	Y	role-connection-indicator.gray.text	Dit knooppunt heeft niet de rol "connection" in de netwerk relatie.	This node does not have role "connection" in het network relation.
625	Y	role-connection-indicator.gray.title	OK - Geen verbinding rol	OK - No connection role
626	Y	role-connection-indicator.letter	V	C
627	Y	route-accessible-indicator.gray.text	Toegankelijkheidsinformatie is niet beschikbaar voor dit type route.	Accessibility information is unknown for this type of route.
628	Y	route-accessible-indicator.gray.title	OK - Toegankelijkheid onbekend	OK - Accessibility unknown
629	Y	route-accessible-indicator.green.text.canoe	Deze route is volledig toegankelijk voor kano.	This route is completely accessible for canoe.
630	Y	route-accessible-indicator.green.text.cycling	Deze route is volledig toegankelijk voor fietsen.	This route is completely accessible for bicycle.
631	Y	route-accessible-indicator.green.text.hiking	Deze route is volledig toegankelijk voor wandelen.	This route is completely accessible for hiking.
632	Y	route-accessible-indicator.green.text.motorboat	Deze route is volledig toegankelijk voor motorboot.	This route is completely accessible for motorboat.
633	Y	route-accessible-indicator.green.title	OK - Toegankelijk	OK - Accessible
634	Y	route-accessible-indicator.letter	T	A
635	Y	route-accessible-indicator.red.text.canoe	Deze route is niet volledig toegankelijk voor kano.	This route is not completely accessible for canoe.
636	Y	route-accessible-indicator.red.text.cycling	Deze route is niet volledig toegankelijk voor fietsen.	This route is not completely accessible for bicycle.
637	Y	route-accessible-indicator.red.text.hiking	Deze route is niet volledig toegankelijk voor wandelen.	This route is not completely accessible for hiking.
638	Y	route-accessible-indicator.red.text.motorboat	Deze rout is niet volledig toegankelijk voor motorboot.	This route is not completely accessible for motorboat.
639	Y	route-accessible-indicator.red.title	Niet toegankelijk	NOK - Not Accessible
640	Y	route-change.no-geometry-diff	Geometrie niet veranderd	No geometry change
641	Y	route-change.unchanged	Niet gewijzigd	(Unchanged)
642	Y	route-change.version	Versie	Version
643	Y	route-change.way-added.this-changeset	deze wijzigingset	this changeset
644	Y	route-change.way-added.title	Toegevoegde weg	Added way
645	Y	route-change.way-removed.title	Verwijderde weg	Removed way
646	Y	route-change.way-update.added-nodes	Toegevoegde punten	Added node(s)
647	Y	route-change.way-update.changed-to	Veranderd naar v.	Changed to v.
648	Y	route-change.way-update.direction-reversed	Wegrichting omgekeerd	Direction reversed
649	Y	route-change.way-update.removed-nodes	Verwijderde punten	Removed node(s)
650	Y	route-change.way-update.title	Gewijzigde weg	Updated way
651	Y	route-change.way-update.updated-nodes	Gewijzigde punten	Updated node(s)
652	Y	route-change.way-update.version-unchanged	Versie niet veranderd	Way version unchanged
653	Y	route-changes.login-required	De details van de route wijzigingshistoriek zijn enkel beschikbaar voor OpenStreetMap leden, na .	The details of the route changes history is available to registered OpenStreetMap contributors only, after .
654	Y	route-changes.node-diff.added	toegevoegd	added
655	Y	route-changes.node-diff.end-nodes	Eind knooppunten	End nodes
656	Y	route-changes.node-diff.end-tentacle-nodes	Eind tentakel knooppunten	End tentacle nodes
657	Y	route-changes.node-diff.removed	verwijderd	removed
658	Y	route-changes.node-diff.start-nodes	Start knooppunten	Start nodes
659	Y	route-changes.node-diff.start-tentacle-nodes	Start tentakel knooppunten	Start tentacle nodes
660	Y	route-changes.route-diff.member-order-changed	Volgorde in route relatie gewijzigd.	Member order changed.
661	Y	route-changes.route-diff.name-diff	Route naam gewijzigd van "" naar " <x id="INTERPOLATION_1"	Route name changed from "" to "".
662	Y	route-changes.route-diff.role-added	Route rol "" toegevoegd in netwerkrelatie.	Route role "" added to networkrelation.
663	Y	route-changes.route-diff.role-deleted	Route rol "" verwijderd uit netwerk relatie.	Route role "" removed from networkrelation.
664	Y	route-changes.route-diff.role-updated	Route rol in netwerkrelatie gewijzigd van "" naar "".	Route role in networkrelation changed from "" to "".
665	Y	route-changes.route-not-found	Route niet gevonden	Route not found
666	Y	route-connection-indicator.blue.text	Deze route is een verbinding naar een ander netwerk.	This route is a connection to another network.
667	Y	route-connection-indicator.blue.title	OK - Verbinding	OK - Connection
668	Y	route-connection-indicator.gray.text	Deze route is geen verbinding met een ander netwerk.	This route is not a connection to another network.
669	Y	route-connection-indicator.gray.title	OK - Geen verbinding	OK - No connection
670	Y	route-connection-indicator.letter	V	C
671	Y	route-connection.indicator.letter	V	C
672	Y	route-diffs-added.existing-relation	Bestaande relatie	Existing relation
673	Y	route-diffs-added.new-relation	Nieuwe relatie	New relation
674	Y	route-diffs-added.title	Toegevoegde wegen	Added routes
675	Y	route-diffs-added.updated-relation	Relatie aangepast in deze wijzigingenset v	Relation updated in this changeset v
676	Y	route-diffs-removed.title	Verwijderde routes	Removed routes
677	Y	route-diffs-updated.title	Gewijzigde routes	Updated routes
678	Y	route-indicator.gray.text	Dit knooppunt is in geen enkele routerelatie opgenomen. Dit is OK want het opnemen van de knooppunten als lid van route relaties is optioneel.	This node is not included as a member in any route relations. This is OK as including the node as member in the route relations is optional.
679	Y	route-indicator.gray.title	OK - Niet opgenomen in route relatie	OK - Not defined in route relation
680	Y	route-indicator.green.text	Dit knooppunt is opgenomen als lid in een of meerdere route relaties.	This node is included as a member in one or more route relations.
681	Y	route-indicator.green.title	OK - Opgenomen in route relatie	OK - Defined in route relation
682	Y	route-indicator.letter	R	R
683	Y	route-investigate-indicator.green.text	Geen problemen gevonden tijdens route analyse.	No issues found during route analysis.
684	Y	route-investigate-indicator.green.title	OK - Geen feiten	OK - No facts
685	Y	route-investigate-indicator.letter	F	F
686	Y	route-investigate-indicator.red.text	Er is iets mis met deze route.	Something is wrong with this route.
687	Y	route-investigate-indicator.red.title	NOK - Onderzoek feiten	NOK - Investigate facts
688	Y	route-map-page.route-not-found	Route niet gevonden	Route not found
689	Y	route.broken	Er lijkt iets mis met deze route.	This route seems broken.
690	Y	route.end-node	Eind knooppunt	End node
691	Y	route.facts	Feiten	Facts
692	Y	route.incomplete	De route definitie is onvolledig (heeft tag _"fixme=incomplete"_).	Route definition is incomplete (has tag _"fixme=incomplete"_).
693	Y	route.last-updated	Aangepast	Last updated
694	Y	route.location	Locatie	Location
695	Y	route.location.none	Geen	None
696	Y	route.members.none	Geen	None
697	Y	route.members.table.id	Id	Id
698	Y	route.members.table.length	Lengte	Length
699	Y	route.members.table.name	Naam	Name
700	Y	route.members.table.node	Knoop	Node
701	Y	route.members.table.node-count	#Knopen	#Nodes
702	Y	route.members.table.nodes	Knooppunten	Nodes
703	Y	route.members.table.one-way	Enkele richting	One Way
704	Y	route.members.table.one-way.reverse	Omgekeerd	Reverse
705	Y	route.members.table.one-way.yes	Ja	Yes
706	Y	route.members.table.role	Rol	Role
707	Y	route.members.table.unaccessible	Ontoegankelijk	Unaccessible
708	Y	route.members.title	Route onderdelen	Route Members
709	Y	route.menu.changes	Wijzigingen	Changes
710	Y	route.menu.details	Details	Details
711	Y	route.menu.map	Kaart	Map
712	Y	route.meters	m	m
713	Y	route.network	Netwerk	Network
714	Y	route.no-network-references	Geen	None
715	Y	route.not-active	This route is not active anymore.	This route is not active anymore.
716	Y	route.number-of-ways	Aantal wegen	Number of ways
717	Y	route.redundant-node	Bijkomend knooppunt	Redundant node
718	Y	route.relation-last-updated	Relatie aangepast	Relation last updated
719	Y	route.route-not-found	Route niet gevonden	Route not found
720	Y	route.situation-on	Situatie op	Situation on
721	Y	route.start-node	Start knooppunt	Start node
722	Y	route.structure	Structuur	Structure
723	Y	route.summary	Samenvatting	Summary
724	Y	route.tags	Tags	Tags
725	Y	route.title	Route	Route
726	Y	sidebar.back	Terug	back
727	Y	situation-on	Situatie op	Situation on
